repository,markdown_path,github_url,human_decision,llm_decision,outcome,confidence,model_reason,quote,human_note
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/create-sharding-table-reference-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/create-sharding-table-reference-rule.cn.md,not_found,not_found,true_negative,10,该内容是用户手册中的 SQL 语法文档，规定的是用户创建分片表关联规则时的数据库运行时行为和操作，不是维护中的源代码或自动化测试代码的持久规则。,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/create-sharding-table-reference-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/create-sharding-table-reference-rule.en.md,not_found,not_found,true_negative,10,"The content governs creating sharding table reference rules and their runtime sharding-table relationships through a SQL syntax. It does not impose a persistent condition on maintained source code or automated test code, so it is out of scope.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/create-sharding-table-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/create-sharding-table-rule.cn.md,not_found,not_found,true_negative,10,内容是面向用户的 CREATE SHARDING TABLE RULE 语法、分片规则配置说明和示例，描述的是逻辑库中的运行时规则，而不是对维护中的源代码或自动化测试代码施加的持久性代码要求。,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/create-sharding-table-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/create-sharding-table-rule.en.md,not_found,not_found,true_negative,10,"This is a user-manual page describing the `CREATE SHARDING TABLE RULE` syntax, grammar, and examples. Its statements govern user-facing SQL and runtime sharding configuration, not maintained source code or automated test code, so they are out of scope.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/drop-sharding-table-reference-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/drop-sharding-table-reference-rule.cn.md,not_found,not_found,true_negative,10,内容是面向用户的 DistSQL 语法文档，描述删除关联规则的命令语法、示例和保留字；它不规定维护中的源代码或自动化测试代码必须满足的持久性规则。,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/drop-sharding-table-reference-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/drop-sharding-table-reference-rule.en.md,not_found,not_found,true_negative,10,"The document describes a user-facing DistSQL syntax for dropping sharding table reference rules. It governs a runtime/user operation and documentation, not maintained source code or automated test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/drop-sharding-table-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/drop-sharding-table-rule.cn.md,not_found,not_found,true_negative,10,"The content is user-facing documentation describing the DROP SHARDING TABLE RULE SQL syntax and examples. It governs how users issue a runtime command, not the content or structure of maintained source code or test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/drop-sharding-table-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/drop-sharding-table-rule.en.md,not_found,not_found,true_negative,10,"The content is user-facing documentation describing the syntax and runtime effect of a DistSQL command, along with examples. It does not impose a persistent requirement on maintained source code or automated test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/broadcast-table/count-broadcast-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/broadcast-table/count-broadcast-rule.cn.md,not_found,not_found,true_negative,10,该内容是面向用户的 DistSQL 语法文档，描述 COUNT BROADCAST RULE 的运行时查询、返回值和示例，且文件本身属于文档；没有对维护中的源代码或测试代码提出持久性规则。,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/broadcast-table/count-broadcast-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/broadcast-table/count-broadcast-rule.en.md,not_found,not_found,true_negative,10,"The content documents a user-facing `COUNT BROADCAST RULE` query syntax, grammar, return values, and examples. It does not state a persistent requirement for maintained source code or automated test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/broadcast-table/show-broadcast-table-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/broadcast-table/show-broadcast-table-rule.cn.md,not_found,not_found,true_negative,10,内容是用户手册中的 SQL 语法文档，描述用户如何查询广播表规则及其运行时返回值；它不规定维护中的源代码或自动化测试代码的持久性规则。,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/broadcast-table/show-broadcast-table-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/broadcast-table/show-broadcast-table-rule.en.md,not_found,not_found,true_negative,10,"The content is user-manual documentation describing a SQL syntax and its runtime query behavior, not a persistent rule governing maintained source code or automated test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/encrypt/count-encrypt-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/encrypt/count-encrypt-rule.cn.md,not_found,not_found,true_negative,10,该内容是用户手册中的语法文档，描述用户执行 COUNT ENCRYPT RULE 时的查询行为、默认数据库和返回值；它不规定维护中的源代码或自动化测试代码的持久规则。,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/encrypt/count-encrypt-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/encrypt/count-encrypt-rule.en.md,not_found,not_found,true_negative,10,"This is a user-manual documentation page describing a runtime query syntax, its behavior, return values, and examples. It contains no persistent rule governing maintained source code or automated test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/encrypt/show-encrypt-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/encrypt/show-encrypt-rule.cn.md,not_found,not_found,true_negative,10,内容是面向用户的 SQL 语法、运行时行为和示例说明，涉及查询语句及其返回结果，不是维护中的源代码或自动化测试代码的持久规则。,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/encrypt/show-encrypt-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/encrypt/show-encrypt-rule.en.md,not_found,not_found,true_negative,10,"The document describes a user-facing SQL syntax, query behavior, return values, and usage examples for SHOW ENCRYPT RULES. It does not state a persistent requirement governing maintained source code or automated test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/mask/count-mask-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/mask/count-mask-rule.cn.md,not_found,not_found,true_negative,10,该文档是用户手册，描述 COUNT MASK RULE 的 SQL 语法、运行时行为和返回结果；它不规定维护中的源代码或自动化测试代码必须满足的持久性规则。,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/mask/count-mask-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/mask/count-mask-rule.en.md,not_found,not_found,true_negative,10,"The content is a user manual describing the runtime COUNT MASK RULE syntax, behavior, and query results. It does not impose a persistent rule on maintained source code or automated test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/mask/show-mask-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/mask/show-mask-rule.cn.md,not_found,not_found,true_negative,10,内容是面向用户的 DistSQL 语法、查询用法和返回结果说明，规定的是运行时 SQL 使用方式，而不是维护中的源代码或自动化测试代码规则。,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/mask/show-mask-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/mask/show-mask-rule.en.md,not_found,not_found,true_negative,10,"The content documents the user-facing `SHOW MASK RULES` SQL syntax and its runtime query results, not a persistent rule governing maintained source code or automated test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/readwrite-splitting/count-readwrite-splitting-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/readwrite-splitting/count-readwrite-splitting-rule.cn.md,not_found,not_found,true_negative,10,"This is a user-manual documentation page describing a SQL query syntax, its runtime result, and usage examples. It governs software use and documentation rather than imposing a persistent rule on maintained source code or automated test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/readwrite-splitting/count-readwrite-splitting-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/readwrite-splitting/count-readwrite-splitting-rule.en.md,not_found,not_found,true_negative,10,The content documents a user-facing SQL syntax for querying readwrite-splitting rules and its runtime return values. It does not state a persistent rule governing maintained source code or automated test code.,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/readwrite-splitting/show-readwrite-splitting-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/readwrite-splitting/show-readwrite-splitting-rule.cn.md,not_found,not_found,true_negative,10,"The document describes a user-facing SQL command, its syntax, results, and usage examples. It does not state a persistent rule governing maintained source code or automated test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/readwrite-splitting/show-readwrite-splitting-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/readwrite-splitting/show-readwrite-splitting-rule.en.md,not_found,not_found,true_negative,10,"The document describes user-facing SQL syntax and runtime queries for readwrite-splitting rules, including grammar and usage examples. It does not state a persistent rule governing maintained source code or automated test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/shadow/count-shadow-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/shadow/count-shadow-rule.cn.md,not_found,not_found,true_negative,10,"The content is user documentation describing the COUNT SHADOW RULE command, its runtime behavior, return values, and examples. It does not state a persistent rule governing maintained source code or automated test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/shadow/count-shadow-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/shadow/count-shadow-rule.en.md,not_found,not_found,true_negative,10,"The document describes a user-facing DistSQL query syntax, runtime behavior, return values, and examples. It does not state a persistent rule governing maintained source code or automated test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/shadow/show-shadow-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/shadow/show-shadow-rule.cn.md,not_found,not_found,true_negative,10,The content is a user manual documenting the runtime SQL syntax and behavior of `SHOW SHADOW RULE`; it does not impose a persistent requirement on maintained source code or automated test code.,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/shadow/show-shadow-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/shadow/show-shadow-rule.en.md,not_found,not_found,true_negative,10,"The content documents user-facing DistSQL syntax, query behavior, return values, and examples for SHOW SHADOW RULE. It does not state a persistent rule governing maintained source code or automated test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/shadow/show-shadow-table-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/shadow/show-shadow-table-rule.cn.md,not_found,not_found,true_negative,10,"The content is user-facing documentation describing the SHOW SHADOW TABLE RULE SQL syntax, query behavior, return values, and examples. It does not impose a persistent rule on maintained source code or automated test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/shadow/show-shadow-table-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/shadow/show-shadow-table-rule.en.md,not_found,not_found,true_negative,10,"This is a user-manual documentation page describing runtime SQL syntax, query behavior, and user examples for SHOW SHADOW TABLE RULE. It does not state a persistent rule for maintained source code or automated test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/count-sharding-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/count-sharding-rule.cn.md,not_found,not_found,true_negative,10,内容是面向用户的文档，描述 COUNT SHARDING RULE 的 SQL 语法、运行时行为、返回值和示例；未规定维护中的源代码或自动化测试代码必须满足的持久性规则。,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/count-sharding-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/count-sharding-rule.en.md,not_found,not_found,true_negative,10,"This is user-facing documentation describing the COUNT SHARDING RULE query syntax, grammar, and examples. It does not impose a persistent requirement on maintained source code or automated test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-reference-rules.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-reference-rules.cn.md,not_found,not_found,true_negative,10,内容是用户手册中的 SQL 语法、返回值和查询示例，说明用户如何执行 SHOW SHARDING TABLE REFERENCE RULE，而不是对维护中的源代码或自动化测试代码提出持久性要求。,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-reference-rules.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-reference-rules.en.md,not_found,not_found,true_negative,10,The content is user documentation describing and exemplifying a SQL query syntax and its runtime results. It does not state a persistent rule governing maintained source code or automated test code.,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rule.cn.md,not_found,not_found,true_negative,10,"This is user documentation describing a runtime SQL syntax, returned values, and example queries. It does not state a persistent requirement, prohibition, recommendation, or permission governing maintained source code or automated test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rule.en.md,not_found,not_found,true_negative,10,The content is user documentation describing and demonstrating a DistSQL query syntax and its runtime results. It does not state a persistent rule governing maintained source code or automated test code.,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rules-used-algorithm.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rules-used-algorithm.cn.md,not_found,not_found,true_negative,10,内容是用户手册中的 SQL 语法文档，描述用户执行 SHOW SHARDING TABLE RULES USED ALGORITHM 的语法、运行时行为、返回值和示例；这些属于文档和用户使用说明，不是对维护中的源代码或测试代码的持久性要求。,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rules-used-algorithm.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rules-used-algorithm.en.md,not_found,not_found,true_negative,10,"The content is user documentation describing a DistSQL query syntax, its runtime behavior, return values, and usage examples. It does not state a persistent rule governing maintained source code or automated test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rules-used-auditor.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rules-used-auditor.cn.md,not_found,not_found,true_negative,10,该内容是 ShardingSphere Proxy 用户手册中的 DistSQL 语法文档，描述用户如何执行查询及其返回结果，不规定维护中的源代码或自动化测试代码必须持续满足的结构或内容规则。,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rules-used-auditor.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rules-used-auditor.en.md,not_found,not_found,true_negative,10,"The content is user-facing documentation describing the syntax, behavior, return values, and examples for a SQL command. It does not state a persistent rule governing maintained source code or automated test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rules-used-key-generator.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rules-used-key-generator.cn.md,not_found,not_found,true_negative,10,内容是面向用户的 SQL 语法和查询行为文档，说明 SHOW SHARDING TABLE RULES USED KEY GENERATOR 的用法、返回值及示例；未规定维护中的源代码或自动化测试代码必须满足的持久性规则。,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rules-used-key-generator.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rules-used-key-generator.en.md,not_found,not_found,true_negative,10,"The content is user-facing documentation describing and exemplifying a DistSQL query syntax. It governs how a software user queries sharding rules, not the content or structure of maintained source code or automated test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/storage-unit-query/show-rules-used-storage-unit.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/storage-unit-query/show-rules-used-storage-unit.cn.md,not_found,not_found,true_negative,10,该内容是面向用户的 SQL 语法和查询结果文档，描述运行时命令的用法与示例，不是对维护中的源代码或测试代码所规定的持久性规则。,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/storage-unit-query/show-rules-used-storage-unit.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/storage-unit-query/show-rules-used-storage-unit.en.md,not_found,not_found,true_negative,10,The content is user documentation describing the runtime SQL syntax and usage of `SHOW RULES USED STORAGE UNIT`; it does not state a persistent rule for maintained source code or automated test code.,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/encrypt-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/encrypt-rule.cn.md,not_found,not_found,true_negative,10,内容是面向用户的 DistSQL 使用示例，说明如何注册存储单元、创建或删除加密规则及数据库。这些操作治理运行时数据库配置和用户操作，而不是维护中的源代码或自动化测试代码；其中也没有持久的源代码规则。,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/encrypt-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/encrypt-rule.en.md,not_found,not_found,true_negative,10,The content is a user-manual page showing SQL operations and example statements for users. It contains no natural-language persistent rule governing maintained source code or automated test code.,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/mask-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/mask-rule.cn.md,not_found,not_found,true_negative,10,内容是用户手册中的数据脱敏操作示例，说明用户执行 REGISTER、CREATE、ALTER、DROP 等 SQL 操作；它不规定维护中的源代码或自动化测试代码应持续满足的具体规则。,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/mask-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/mask-rule.en.md,not_found,not_found,true_negative,10,"This is a user manual showing SQL commands for runtime storage units, masking rules, tables, and databases. It does not state a persistent rule governing maintained source code or automated test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/readwrite-splitting-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/readwrite-splitting-rule.cn.md,not_found,not_found,true_negative,10,"The content is a user manual describing SQL operations for configuring and managing read-write splitting, using example statements. It does not state a persistent rule governing maintained source code or automated test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/readwrite-splitting-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/readwrite-splitting-rule.en.md,not_found,not_found,true_negative,10,"This is a user manual describing DistSQL commands for creating, altering, and dropping runtime readwrite-splitting rules and storage units. It governs software usage and runtime configuration, not maintained source code or automated test code.",,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/shadow-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/shadow-rule.cn.md,not_found,not_found,true_negative,10,该内容是面向软件用户的操作文档，指导用户执行 SQL 以注册存储单元、创建或修改影子规则以及删除数据库。它约束的是运行时/数据库配置和一次性操作，不是持续适用于维护源代码或测试代码的规则。,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/shadow-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/shadow-rule.en.md,not_found,not_found,true_negative,10,The content provides SQL examples for user-facing shadow-rule and storage-unit operations. It does not state a persistent requirement for maintained source code or automated test code.,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/sharding-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/sharding-rule.cn.md,not_found,not_found,true_negative,10,该内容是面向用户的分布式数据库/分片规则操作说明，展示注册存储单元、创建或删除表及分片规则的 SQL；它约束的是用户执行的运行时和数据库操作，而不是维护中的源代码或测试代码。,,
apache/shardingsphere,docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/sharding-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/sharding-rule.en.md,not_found,not_found,true_negative,10,The content is a user manual describing SQL operations such as configuring storage units and creating or dropping sharding rules. It instructs users how to use the software rather than imposing a persistent rule on maintained source code or automated test code.,,
