repository,file,github_url,review_origin,llm_decision,human_decision,codex_decision,codex_reason,note
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__encrypt__drop-encrypt-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/encrypt/drop-encrypt-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：利用者が暗号化ルールを削除するための構文説明であり，保守対象コードの内容や構造を規定していない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__mask__alter-mask-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/mask/alter-mask-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：利用者向けSQL構文と実行例の説明であり，保守対象コードの永続的規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__mask__alter-mask-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/mask/alter-mask-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：利用者向けSQL構文と実行例の説明であり，保守対象コードの永続的規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__mask__create-mask-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/mask/create-mask-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：利用者向けSQL構文と実行時の規則作成動作を説明しており，保守対象コードを統制しない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__mask__create-mask-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/mask/create-mask-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：利用者向けSQL構文と実行時の規則作成動作を説明しており，保守対象コードを統制しない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__mask__drop-mask-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/mask/drop-mask-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：利用者向けSQL構文と実行例の説明であり，保守対象コードの永続的規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__mask__drop-mask-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/mask/drop-mask-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：利用者向けSQL構文と実行例の説明であり，保守対象コードの永続的規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__readwrite-splitting__alter-readwrite-splitting-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/readwrite-splitting/alter-readwrite-splitting-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：利用者向けSQL構文と実行時設定の説明であり，ソースコードやテストコードの構造を統制しない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__readwrite-splitting__alter-readwrite-splitting-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/readwrite-splitting/alter-readwrite-splitting-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：利用者向けSQL構文と実行時設定の説明であり，ソースコードやテストコードの構造を統制しない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__readwrite-splitting__create-readwrite-splitting-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/readwrite-splitting/create-readwrite-splitting-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：利用者向けSQL構文と実行時の規則作成動作を説明しており，保守対象コードを統制しない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__readwrite-splitting__create-readwrite-splitting-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/readwrite-splitting/create-readwrite-splitting-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：利用者向けSQL構文と実行時の規則作成動作を説明しており，保守対象コードを統制しない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__readwrite-splitting__drop-readwrite-splitting-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/readwrite-splitting/drop-readwrite-splitting-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：利用者向けSQL構文と実行例の説明であり，保守対象コードの永続的規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__readwrite-splitting__drop-readwrite-splitting-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/readwrite-splitting/drop-readwrite-splitting-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：利用者向けSQL構文と実行例の説明であり，保守対象コードの永続的規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__shadow__alter-shadow-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/shadow/alter-shadow-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：ユーザー向けDistSQL構文と実行時設定の説明であり，保守対象のソースコードやテストコードを規定していない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__shadow__alter-shadow-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/shadow/alter-shadow-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：ユーザー向けDistSQL構文と実行時設定の説明であり，保守対象のソースコードやテストコードを規定していない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__shadow__create-shadow-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/shadow/create-shadow-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：シャドールールを作成するユーザー向け構文と実行時条件の説明であり，永続的なコード規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__shadow__create-shadow-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/shadow/create-shadow-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：シャドールールを作成するユーザー向け構文と実行時条件の説明であり，永続的なコード規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__shadow__drop-shadow-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/shadow/drop-shadow-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：シャドールールを削除するソフトウェア利用手順の説明であり，ソースコードやテストコードの規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__shadow__drop-shadow-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/shadow/drop-shadow-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：シャドールールを削除するソフトウェア利用手順の説明であり，ソースコードやテストコードの規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__sharding__alter-sharding-table-reference-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/alter-sharding-table-reference-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：分片テーブルの実行時構成とDistSQL利用条件を規定しており，保守対象コードの内容や構造を規定していない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__sharding__alter-sharding-table-reference-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/alter-sharding-table-reference-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：分片テーブルの実行時構成とDistSQL利用条件を規定しており，保守対象コードの内容や構造を規定していない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__sharding__alter-sharding-table-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/alter-sharding-table-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：ユーザーが指定する分片ルールと実行時設定の制約であり，保守対象のソースコードやテストコードの規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__sharding__alter-sharding-table-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/alter-sharding-table-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：ユーザーが指定する分片ルールと実行時設定の制約であり，保守対象のソースコードやテストコードの規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__sharding__create-sharding-table-reference-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/create-sharding-table-reference-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：分片テーブル参照ルールを作成するユーザー向け構文と実行時制約であり，永続的なコード規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__sharding__create-sharding-table-reference-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/create-sharding-table-reference-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：分片テーブル参照ルールを作成するユーザー向け構文と実行時制約であり，永続的なコード規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__sharding__create-sharding-table-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/create-sharding-table-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：DistSQLの利用方法と実行時のルール設定を説明しており，保守対象のソースコードやテストコードの規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__sharding__create-sharding-table-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/create-sharding-table-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：DistSQLの利用方法と実行時のルール設定を説明しており，保守対象のソースコードやテストコードの規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__sharding__drop-sharding-table-reference-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/drop-sharding-table-reference-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：ルールを削除するユーザー向けDistSQL構文の説明であり，保守対象コードの永続的な規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__sharding__drop-sharding-table-reference-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/drop-sharding-table-reference-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：ルールを削除するユーザー向けDistSQL構文の説明であり，保守対象コードの永続的な規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__sharding__drop-sharding-table-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/drop-sharding-table-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：ルールを削除するユーザー向けDistSQL構文の説明であり，保守対象コードの永続的な規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rdl__rule-definition__sharding__drop-sharding-table-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rdl/rule-definition/sharding/drop-sharding-table-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：ルールを削除するユーザー向けDistSQL構文の説明であり，保守対象コードの永続的な規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rql__rule-query__broadcast-table__count-broadcast-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/broadcast-table/count-broadcast-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：実行時にルール数を照会するユーザー向け構文と出力の説明であり，保守対象コードの規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rql__rule-query__broadcast-table__count-broadcast-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/broadcast-table/count-broadcast-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：実行時にルール数を照会するユーザー向け構文と出力の説明であり，保守対象コードの規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rql__rule-query__broadcast-table__show-broadcast-table-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/broadcast-table/show-broadcast-table-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：実行時にブロードキャスト表を照会するユーザー向け構文と出力の説明であり，保守対象コードの規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rql__rule-query__broadcast-table__show-broadcast-table-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/broadcast-table/show-broadcast-table-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：実行時にブロードキャスト表を照会するユーザー向け構文と出力の説明であり，保守対象コードの規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rql__rule-query__encrypt__count-encrypt-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/encrypt/count-encrypt-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：実行時に暗号化ルール数を照会するユーザー向け構文と出力の説明であり，保守対象コードの規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rql__rule-query__encrypt__count-encrypt-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/encrypt/count-encrypt-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：実行時に暗号化ルール数を照会するユーザー向け構文と出力の説明であり，保守対象コードの規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rql__rule-query__encrypt__show-encrypt-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/encrypt/show-encrypt-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：DistSQLの構文，実行時挙動，利用例の説明であり，保守対象のコードに対する永続的な規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rql__rule-query__encrypt__show-encrypt-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/encrypt/show-encrypt-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：DistSQLの構文，実行時挙動，利用例の説明であり，保守対象のコードに対する永続的な規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rql__rule-query__mask__count-mask-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/mask/count-mask-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：DistSQLの構文，実行時挙動，利用例の説明であり，保守対象のコードに対する永続的な規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rql__rule-query__mask__count-mask-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/mask/count-mask-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：DistSQLの構文，実行時挙動，利用例の説明であり，保守対象のコードに対する永続的な規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rql__rule-query__mask__show-mask-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/mask/show-mask-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：DistSQLの構文，実行時挙動，利用例の説明であり，保守対象のコードに対する永続的な規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rql__rule-query__mask__show-mask-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/mask/show-mask-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：DistSQLの構文，実行時挙動，利用例の説明であり，保守対象のコードに対する永続的な規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rql__rule-query__readwrite-splitting__count-readwrite-splitting-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/readwrite-splitting/count-readwrite-splitting-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：DistSQLの構文，実行時挙動，利用例の説明であり，保守対象のコードに対する永続的な規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rql__rule-query__readwrite-splitting__count-readwrite-splitting-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/readwrite-splitting/count-readwrite-splitting-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：DistSQLの構文，実行時挙動，利用例の説明であり，保守対象のコードに対する永続的な規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rql__rule-query__readwrite-splitting__show-readwrite-splitting-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/readwrite-splitting/show-readwrite-splitting-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：DistSQLの構文，実行時挙動，利用例の説明であり，保守対象のコードに対する永続的な規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rql__rule-query__readwrite-splitting__show-readwrite-splitting-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/readwrite-splitting/show-readwrite-splitting-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：DistSQLの構文，実行時挙動，利用例の説明であり，保守対象のコードに対する永続的な規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rql__rule-query__shadow__count-shadow-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/shadow/count-shadow-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：DistSQLの構文，実行時挙動，利用例の説明であり，保守対象のコードに対する永続的な規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rql__rule-query__shadow__count-shadow-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/shadow/count-shadow-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：DistSQLの構文，実行時挙動，利用例の説明であり，保守対象のコードに対する永続的な規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rql__rule-query__shadow__show-shadow-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/shadow/show-shadow-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：SQL 構文の利用方法と実行時動作を説明する文書であり，保守対象のソースコードやテストコードに対する永続的な規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rql__rule-query__shadow__show-shadow-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/shadow/show-shadow-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：SQL 構文の利用方法と実行時動作を説明する文書であり，保守対象のソースコードやテストコードに対する永続的な規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rql__rule-query__shadow__show-shadow-table-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/shadow/show-shadow-table-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：SQL 構文の利用方法と実行例を示す文書であり，保守対象コードの内容や構造を規定していない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rql__rule-query__shadow__show-shadow-table-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/shadow/show-shadow-table-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：SQL 構文の利用方法と実行例を示す文書であり，保守対象コードの内容や構造を規定していない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rql__rule-query__sharding__count-sharding-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/count-sharding-rule.cn.md,codex_added_561,not_found,not_found,not_found,理由：SQL コマンドの構文，戻り値，実行時動作の説明であり，永続的なコード規則ではない．,
apache/shardingsphere,apache--shardingsphere/docs__document__content__user-manual__shardingsphere-proxy__distsql__syntax__rql__rule-query__sharding__count-sharding-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/count-sharding-rule.en.md,codex_added_561,not_found,not_found,not_found,理由：SQL コマンドの構文，戻り値，実行時動作の説明であり，永続的なコード規則ではない．,
